"";"cut";"color"
"3749";"Premium";"F"
"3750";"Very Good";"I"
"3751";"Ideal";"D"
"3752";"Ideal";"D"
"3753";"Ideal";"D"
"3754";"Good";"H"
"3755";"Very Good";"E"
"3756";"Premium";"J"
"3757";"Ideal";"I"
"3758";"Ideal";"E"
"3759";"Ideal";"D"
"3760";"Ideal";"E"
"3761";"Premium";"F"
"3762";"Ideal";"F"
"3763";"Premium";"F"
"3764";"Premium";"J"
"3765";"Very Good";"F"
"3766";"Very Good";"F"
"3767";"Premium";"F"
"3768";"Premium";"H"
"3769";"Very Good";"J"
"3770";"Ideal";"G"
"3771";"Premium";"J"
"3772";"Ideal";"G"
"3773";"Premium";"D"
"3774";"Very Good";"G"
"3775";"Very Good";"F"
"3776";"Ideal";"F"
"3777";"Very Good";"F"
"3778";"Fair";"G"
"3779";"Premium";"G"
"3780";"Ideal";"F"
"3781";"Premium";"I"
"3782";"Premium";"D"
"3783";"Good";"G"
"3784";"Ideal";"I"
"3785";"Premium";"E"
"3786";"Ideal";"E"
"3787";"Very Good";"J"
"3788";"Very Good";"D"
"3789";"Ideal";"G"
"3790";"Ideal";"F"
"3791";"Very Good";"D"
"3792";"Ideal";"H"
"3793";"Good";"D"
"3794";"Very Good";"E"
"3795";"Very Good";"E"
"3796";"Very Good";"I"
"3797";"Ideal";"D"
"3798";"Ideal";"E"
"3799";"Good";"E"
"3800";"Good";"I"
"3801";"Ideal";"J"
"3802";"Very Good";"J"
"3803";"Ideal";"D"
"3804";"Very Good";"D"
"3805";"Very Good";"F"
"3806";"Ideal";"E"
"3807";"Good";"F"
"3808";"Good";"H"
"3809";"Good";"I"
"3810";"Good";"G"
"3811";"Good";"E"
"3812";"Ideal";"D"
"3813";"Very Good";"F"
"3814";"Ideal";"D"
"3815";"Ideal";"D"
"3816";"Ideal";"D"
"3817";"Ideal";"F"
"3818";"Ideal";"H"
"3819";"Premium";"I"
"3820";"Premium";"I"
"3821";"Ideal";"E"
"3822";"Good";"F"
"3823";"Premium";"D"
"3824";"Very Good";"F"
"3825";"Very Good";"F"
"3826";"Ideal";"E"
"3827";"Ideal";"D"
"3828";"Ideal";"D"
"3829";"Good";"E"
"3830";"Ideal";"E"
"3831";"Premium";"H"
"3832";"Ideal";"I"
"3833";"Very Good";"H"
"3834";"Very Good";"G"
"3835";"Good";"H"
"3836";"Premium";"H"
"3837";"Fair";"H"
"3838";"Very Good";"D"
"3839";"Good";"D"
"3840";"Fair";"D"
"3841";"Premium";"D"
"3842";"Fair";"D"
"3843";"Very Good";"I"
"3844";"Premium";"D"
"3845";"Premium";"H"
"3846";"Ideal";"H"
"3847";"Ideal";"I"
"3848";"Very Good";"D"
"3849";"Very Good";"D"
"3850";"Good";"F"
"3851";"Fair";"F"
"3852";"Very Good";"J"
"3853";"Ideal";"F"
"3854";"Ideal";"G"
"3855";"Ideal";"G"
"3856";"Ideal";"G"
"3857";"Ideal";"G"
"3858";"Ideal";"G"
"3859";"Ideal";"G"
"3860";"Ideal";"G"
"3861";"Ideal";"G"
"3862";"Ideal";"G"
"3863";"Ideal";"G"
"3864";"Ideal";"E"
"3865";"Premium";"G"
"3866";"Very Good";"G"
"3867";"Premium";"I"
"3868";"Premium";"D"
"3869";"Very Good";"D"
"3870";"Premium";"H"
"3871";"Ideal";"F"
"3872";"Very Good";"H"
"3873";"Very Good";"H"
"3874";"Ideal";"F"
"3875";"Premium";"E"
"3876";"Very Good";"E"
"3877";"Ideal";"F"
"3878";"Fair";"H"
"3879";"Very Good";"J"
"3880";"Very Good";"I"
"3881";"Premium";"I"
"3882";"Very Good";"I"
"3883";"Good";"H"
"3884";"Good";"I"
"3885";"Premium";"I"
"3886";"Good";"E"
"3887";"Good";"H"
"3888";"Premium";"F"
"3889";"Premium";"G"
"3890";"Ideal";"D"
"3891";"Ideal";"G"
"3892";"Very Good";"E"
"3893";"Very Good";"I"
"3894";"Very Good";"I"
"3895";"Very Good";"D"
"3896";"Good";"D"
"3897";"Very Good";"G"
"3898";"Very Good";"F"
"3899";"Premium";"H"
"3900";"Ideal";"J"
"3901";"Ideal";"F"
"3902";"Good";"G"
"3903";"Premium";"G"
"3904";"Very Good";"E"
"3905";"Very Good";"H"
"3906";"Ideal";"G"
"3907";"Very Good";"D"
"3908";"Ideal";"F"
"3909";"Very Good";"F"
"3910";"Premium";"E"
"3911";"Ideal";"D"
"3912";"Ideal";"G"
"3913";"Premium";"E"
"3914";"Very Good";"E"
"3915";"Ideal";"G"
"3916";"Ideal";"F"
"3917";"Ideal";"D"
"3918";"Premium";"F"
"3919";"Premium";"J"
"3920";"Premium";"G"
"3921";"Ideal";"D"
"3922";"Very Good";"F"
"3923";"Very Good";"E"
"3924";"Ideal";"H"
"3925";"Ideal";"E"
"3926";"Ideal";"E"
"3927";"Good";"G"
"3928";"Very Good";"D"
"3929";"Ideal";"J"
"3930";"Premium";"H"
"3931";"Premium";"J"
"3932";"Premium";"J"
"3933";"Very Good";"J"
"3934";"Ideal";"F"
"3935";"Ideal";"F"
"3936";"Very Good";"H"
"3937";"Good";"H"
"3938";"Ideal";"G"
"3939";"Ideal";"F"
"3940";"Fair";"H"
"3941";"Ideal";"H"
"3942";"Premium";"D"
"3943";"Very Good";"D"
"3944";"Ideal";"G"
"3945";"Ideal";"D"
"3946";"Ideal";"D"
"3947";"Ideal";"D"
"3948";"Premium";"F"
"3949";"Very Good";"I"
"3950";"Ideal";"E"
"3951";"Premium";"F"
"3952";"Ideal";"G"
"3953";"Ideal";"E"
"3954";"Ideal";"E"
"3955";"Ideal";"E"
"3956";"Fair";"H"
"3957";"Ideal";"I"
"3958";"Good";"D"
"3959";"Good";"G"
"3960";"Premium";"E"
"3961";"Very Good";"G"
"3962";"Premium";"H"
"3963";"Very Good";"G"
"3964";"Premium";"F"
"3965";"Premium";"F"
"3966";"Premium";"F"
"3967";"Ideal";"F"
"3968";"Very Good";"E"
"3969";"Premium";"E"
"3970";"Very Good";"E"
"3971";"Fair";"E"
"3972";"Good";"D"
"3973";"Ideal";"D"
"3974";"Good";"E"
"3975";"Very Good";"G"
"3976";"Very Good";"E"
"3977";"Ideal";"E"
"3978";"Very Good";"E"
"3979";"Premium";"D"
"3980";"Premium";"H"
"3981";"Fair";"H"
"3982";"Fair";"H"
"3983";"Good";"G"
"3984";"Premium";"I"
"3985";"Good";"G"
"3986";"Very Good";"G"
"3987";"Premium";"J"
"3988";"Premium";"F"
"3989";"Ideal";"F"
"3990";"Premium";"G"
"3991";"Ideal";"H"
"3992";"Very Good";"I"
"3993";"Ideal";"F"
"3994";"Ideal";"F"
"3995";"Ideal";"F"
"3996";"Ideal";"E"
"3997";"Ideal";"H"
"3998";"Very Good";"E"
"3999";"Ideal";"H"
"4000";"Ideal";"D"
"4001";"Ideal";"D"
"4002";"Very Good";"F"
"4003";"Ideal";"E"
"4004";"Ideal";"D"
"4005";"Very Good";"I"
"4006";"Very Good";"F"
"4007";"Very Good";"F"
"4008";"Very Good";"F"
"4009";"Very Good";"F"
"4010";"Good";"F"
"4011";"Very Good";"F"
"4012";"Very Good";"F"
"4013";"Good";"F"
"4014";"Very Good";"F"
"4015";"Premium";"E"
"4016";"Ideal";"E"
"4017";"Good";"E"
"4018";"Good";"H"
"4019";"Ideal";"I"
"4020";"Ideal";"G"
"4021";"Ideal";"G"
"4022";"Ideal";"G"
"4023";"Ideal";"D"
"4024";"Good";"G"
"4025";"Ideal";"F"
"4026";"Ideal";"H"
"4027";"Good";"D"
"4028";"Premium";"J"
"4029";"Ideal";"G"
"4030";"Ideal";"G"
"4031";"Very Good";"E"
"4032";"Ideal";"E"
"4033";"Very Good";"E"
"4034";"Premium";"F"
"4035";"Ideal";"G"
"4036";"Very Good";"G"
"4037";"Ideal";"D"
"4038";"Good";"H"
"4039";"Premium";"J"
"4040";"Good";"I"
"4041";"Premium";"E"
"4042";"Ideal";"J"
"4043";"Premium";"E"
"4044";"Ideal";"J"
"4045";"Ideal";"H"
"4046";"Premium";"I"
"4047";"Ideal";"D"
"4048";"Fair";"G"
"4049";"Ideal";"I"
"4050";"Fair";"I"
"4051";"Very Good";"E"
"4052";"Ideal";"H"
"4053";"Ideal";"H"
"4054";"Ideal";"H"
"4055";"Ideal";"I"
"4056";"Ideal";"I"
"4057";"Ideal";"G"
"4058";"Ideal";"G"
"4059";"Ideal";"G"
"4060";"Ideal";"G"
"4061";"Good";"D"
"4062";"Very Good";"E"
"4063";"Premium";"D"
"4064";"Good";"D"
"4065";"Ideal";"D"
"4066";"Premium";"D"
"4067";"Good";"D"
"4068";"Ideal";"D"
"4069";"Ideal";"D"
"4070";"Very Good";"D"
"4071";"Ideal";"D"
"4072";"Ideal";"I"
"4073";"Good";"D"
"4074";"Ideal";"D"
"4075";"Ideal";"D"
"4076";"Very Good";"D"
"4077";"Ideal";"D"
"4078";"Good";"D"
"4079";"Ideal";"D"
"4080";"Good";"D"
"4081";"Very Good";"G"
"4082";"Ideal";"F"
"4083";"Ideal";"F"
"4084";"Ideal";"F"
"4085";"Good";"F"
"4086";"Ideal";"F"
"4087";"Fair";"E"
"4088";"Very Good";"D"
"4089";"Very Good";"D"
"4090";"Very Good";"D"
"4091";"Good";"D"
"4092";"Very Good";"D"
"4093";"Good";"J"
"4094";"Very Good";"J"
"4095";"Very Good";"F"
"4096";"Very Good";"I"
"4097";"Very Good";"G"
"4098";"Very Good";"G"
"4099";"Ideal";"E"
"4100";"Ideal";"D"
"4101";"Premium";"J"
"4102";"Very Good";"F"
"4103";"Ideal";"G"
"4104";"Good";"F"
"4105";"Good";"J"
"4106";"Fair";"H"
"4107";"Ideal";"F"
"4108";"Ideal";"G"
"4109";"Ideal";"J"
"4110";"Ideal";"I"
"4111";"Good";"E"
"4112";"Fair";"H"
"4113";"Good";"H"
"4114";"Fair";"H"
"4115";"Premium";"E"
"4116";"Ideal";"E"
"4117";"Premium";"G"
"4118";"Very Good";"E"
"4119";"Premium";"I"
"4120";"Very Good";"G"
"4121";"Good";"F"
"4122";"Good";"D"
"4123";"Ideal";"D"
"4124";"Ideal";"G"
"4125";"Fair";"F"
"4126";"Very Good";"E"
"4127";"Fair";"G"
"4128";"Good";"G"
"4129";"Premium";"I"
"4130";"Ideal";"F"
"4131";"Very Good";"G"
"4132";"Very Good";"E"
"4133";"Ideal";"D"
"4134";"Ideal";"F"
"4135";"Ideal";"F"
"4136";"Very Good";"G"
"4137";"Very Good";"I"
"4138";"Ideal";"I"
"4139";"Ideal";"G"
"4140";"Ideal";"G"
"4141";"Premium";"H"
"4142";"Premium";"G"
"4143";"Premium";"H"
"4144";"Ideal";"I"
"4145";"Fair";"G"
"4146";"Premium";"I"
"4147";"Premium";"G"
"4148";"Good";"E"
"4149";"Very Good";"H"
"4150";"Premium";"F"
"4151";"Premium";"F"
"4152";"Fair";"H"
"4153";"Ideal";"G"
"4154";"Premium";"G"
"4155";"Ideal";"H"
"4156";"Ideal";"G"
"4157";"Ideal";"I"
"4158";"Good";"H"
"4159";"Very Good";"G"
"4160";"Ideal";"G"
"4161";"Very Good";"E"
"4162";"Ideal";"D"
"4163";"Premium";"D"
"4164";"Very Good";"F"
"4165";"Very Good";"F"
"4166";"Ideal";"E"
"4167";"Ideal";"E"
"4168";"Premium";"F"
"4169";"Ideal";"I"
"4170";"Premium";"I"
"4171";"Ideal";"D"
"4172";"Premium";"G"
"4173";"Premium";"H"
"4174";"Ideal";"E"
"4175";"Good";"J"
"4176";"Premium";"G"
"4177";"Premium";"F"
"4178";"Premium";"F"
"4179";"Premium";"D"
"4180";"Very Good";"F"
"4181";"Premium";"D"
"4182";"Premium";"D"
"4183";"Premium";"F"
"4184";"Ideal";"G"
"4185";"Ideal";"G"
"4186";"Ideal";"H"
"4187";"Ideal";"J"
"4188";"Very Good";"F"
"4189";"Ideal";"F"
"4190";"Ideal";"G"
"4191";"Good";"D"
"4192";"Very Good";"I"
"4193";"Premium";"F"
"4194";"Ideal";"F"
"4195";"Ideal";"D"
"4196";"Very Good";"I"
"4197";"Very Good";"F"
"4198";"Very Good";"I"
"4199";"Premium";"J"
"4200";"Very Good";"F"
"4201";"Premium";"J"
"4202";"Premium";"J"
"4203";"Premium";"F"
"4204";"Very Good";"E"
"4205";"Premium";"G"
"4206";"Ideal";"F"
"4207";"Ideal";"D"
"4208";"Fair";"G"
"4209";"Very Good";"E"
"4210";"Premium";"E"
"4211";"Ideal";"E"
"4212";"Very Good";"G"
"4213";"Good";"D"
"4214";"Very Good";"D"
"4215";"Very Good";"H"
"4216";"Premium";"D"
"4217";"Premium";"G"
"4218";"Ideal";"D"
"4219";"Very Good";"F"
"4220";"Very Good";"F"
"4221";"Good";"D"
"4222";"Ideal";"F"
"4223";"Good";"D"
"4224";"Good";"E"
"4225";"Ideal";"H"
"4226";"Ideal";"D"
"4227";"Very Good";"I"
"4228";"Ideal";"I"
"4229";"Ideal";"G"
"4230";"Premium";"E"
"4231";"Very Good";"D"
"4232";"Premium";"H"
"4233";"Very Good";"I"
"4234";"Good";"G"
"4235";"Good";"G"
"4236";"Ideal";"I"
"4237";"Premium";"G"
"4238";"Very Good";"H"
"4239";"Fair";"E"
"4240";"Very Good";"J"
"4241";"Ideal";"D"
"4242";"Ideal";"I"
"4243";"Ideal";"E"
"4244";"Good";"H"
"4245";"Good";"E"
"4246";"Very Good";"G"
"4247";"Premium";"E"
"4248";"Ideal";"H"
"4249";"Premium";"D"
"4250";"Ideal";"G"
"4251";"Good";"E"
"4252";"Premium";"F"
"4253";"Very Good";"I"
"4254";"Premium";"I"
"4255";"Premium";"I"
"4256";"Premium";"D"
"4257";"Very Good";"E"
"4258";"Very Good";"I"
"4259";"Very Good";"I"
"4260";"Premium";"I"
"4261";"Good";"J"
"4262";"Very Good";"I"
"4263";"Premium";"D"
"4264";"Very Good";"G"
"4265";"Very Good";"G"
"4266";"Ideal";"H"
"4267";"Good";"F"
"4268";"Ideal";"H"
"4269";"Premium";"H"
"4270";"Ideal";"E"
"4271";"Ideal";"D"
"4272";"Good";"G"
"4273";"Premium";"E"
"4274";"Fair";"H"
"4275";"Very Good";"E"
"4276";"Premium";"G"
"4277";"Ideal";"E"
"4278";"Good";"E"
"4279";"Ideal";"E"
"4280";"Good";"H"
"4281";"Premium";"H"
"4282";"Fair";"I"
"4283";"Premium";"H"
"4284";"Premium";"E"
"4285";"Ideal";"E"
"4286";"Premium";"F"
"4287";"Ideal";"E"
"4288";"Ideal";"E"
"4289";"Premium";"D"
"4290";"Very Good";"E"
"4291";"Ideal";"J"
"4292";"Premium";"F"
"4293";"Ideal";"E"
"4294";"Ideal";"F"
"4295";"Ideal";"E"
"4296";"Premium";"D"
"4297";"Ideal";"G"
"4298";"Very Good";"E"
"4299";"Ideal";"G"
"4300";"Ideal";"F"
"4301";"Very Good";"F"
"4302";"Premium";"G"
"4303";"Premium";"E"
"4304";"Very Good";"J"
"4305";"Very Good";"H"
"4306";"Very Good";"G"
"4307";"Very Good";"D"
"4308";"Fair";"H"
"4309";"Premium";"J"
"4310";"Ideal";"F"
"4311";"Premium";"G"
"4312";"Very Good";"H"
"4313";"Very Good";"H"
"4314";"Ideal";"G"
"4315";"Ideal";"G"
"4316";"Ideal";"D"
"4317";"Good";"E"
"4318";"Good";"E"
"4319";"Good";"E"
"4320";"Good";"E"
"4321";"Very Good";"G"
"4322";"Very Good";"G"
"4323";"Fair";"F"
"4324";"Ideal";"D"
"4325";"Good";"F"
"4326";"Fair";"I"
"4327";"Fair";"F"
"4328";"Fair";"F"
"4329";"Premium";"F"
"4330";"Premium";"F"
"4331";"Ideal";"J"
"4332";"Premium";"J"
"4333";"Premium";"E"
"4334";"Premium";"E"
"4335";"Premium";"G"
"4336";"Ideal";"F"
"4337";"Ideal";"E"
"4338";"Very Good";"J"
"4339";"Premium";"H"
"4340";"Good";"H"
"4341";"Ideal";"E"
"4342";"Very Good";"E"
"4343";"Very Good";"J"
"4344";"Very Good";"F"
"4345";"Ideal";"E"
"4346";"Ideal";"E"
"4347";"Ideal";"E"
"4348";"Ideal";"E"
"4349";"Ideal";"E"
"4350";"Premium";"D"
"4351";"Premium";"G"
"4352";"Ideal";"F"
"4353";"Premium";"G"
"4354";"Ideal";"H"
"4355";"Very Good";"I"
"4356";"Premium";"J"
"4357";"Very Good";"F"
"4358";"Very Good";"F"
"4359";"Premium";"I"
"4360";"Premium";"F"
"4361";"Premium";"D"
"4362";"Good";"D"
"4363";"Premium";"I"
"4364";"Good";"F"
"4365";"Very Good";"I"
"4366";"Very Good";"D"
"4367";"Very Good";"F"
"4368";"Ideal";"E"
"4369";"Ideal";"D"
"4370";"Ideal";"I"
"4371";"Premium";"H"
"4372";"Very Good";"G"
"4373";"Ideal";"H"
"4374";"Very Good";"E"
"4375";"Premium";"F"
"4376";"Good";"D"
"4377";"Ideal";"F"
"4378";"Premium";"F"
"4379";"Ideal";"F"
"4380";"Premium";"E"
"4381";"Very Good";"D"
"4382";"Very Good";"D"
"4383";"Ideal";"D"
"4384";"Very Good";"D"
"4385";"Ideal";"I"
"4386";"Premium";"D"
"4387";"Good";"D"
"4388";"Very Good";"D"
"4389";"Ideal";"D"
"4390";"Ideal";"D"
"4391";"Very Good";"D"
"4392";"Very Good";"I"
"4393";"Ideal";"D"
"4394";"Premium";"D"
"4395";"Good";"D"
"4396";"Very Good";"D"
"4397";"Good";"D"
"4398";"Ideal";"D"
"4399";"Ideal";"D"
"4400";"Very Good";"D"
"4401";"Ideal";"D"
"4402";"Ideal";"D"
"4403";"Ideal";"D"
"4404";"Premium";"I"
"4405";"Ideal";"D"
"4406";"Good";"I"
"4407";"Good";"D"
"4408";"Ideal";"D"
"4409";"Ideal";"I"
"4410";"Ideal";"D"
"4411";"Good";"G"
"4412";"Very Good";"H"
"4413";"Very Good";"I"
"4414";"Ideal";"I"
"4415";"Ideal";"F"
"4416";"Good";"H"
"4417";"Ideal";"H"
"4418";"Good";"E"
"4419";"Premium";"H"
"4420";"Very Good";"F"
"4421";"Ideal";"E"
"4422";"Premium";"E"
"4423";"Very Good";"D"
"4424";"Ideal";"G"
"4425";"Fair";"F"
"4426";"Ideal";"G"
"4427";"Very Good";"G"
"4428";"Good";"J"
"4429";"Ideal";"G"
"4430";"Very Good";"G"
"4431";"Very Good";"G"
"4432";"Very Good";"G"
"4433";"Fair";"F"
"4434";"Ideal";"D"
"4435";"Good";"G"
"4436";"Good";"G"
"4437";"Ideal";"J"
"4438";"Ideal";"J"
"4439";"Very Good";"E"
"4440";"Good";"F"
"4441";"Good";"J"
"4442";"Premium";"J"
"4443";"Fair";"H"
"4444";"Premium";"F"
"4445";"Premium";"H"
"4446";"Very Good";"G"
"4447";"Very Good";"I"
"4448";"Ideal";"D"
"4449";"Ideal";"D"
"4450";"Premium";"D"
"4451";"Premium";"F"
"4452";"Ideal";"F"
"4453";"Premium";"F"
"4454";"Very Good";"D"
"4455";"Ideal";"F"
"4456";"Very Good";"J"
"4457";"Good";"I"
"4458";"Good";"G"
"4459";"Premium";"D"
"4460";"Premium";"I"
"4461";"Premium";"H"
"4462";"Premium";"F"
"4463";"Ideal";"E"
"4464";"Very Good";"F"
"4465";"Good";"F"
"4466";"Very Good";"D"
"4467";"Very Good";"D"
"4468";"Very Good";"F"
"4469";"Ideal";"D"
"4470";"Ideal";"D"
"4471";"Ideal";"E"
"4472";"Ideal";"E"
"4473";"Fair";"F"
"4474";"Very Good";"E"
"4475";"Ideal";"F"
"4476";"Premium";"H"
"4477";"Very Good";"H"
"4478";"Very Good";"F"
"4479";"Ideal";"F"
"4480";"Ideal";"F"
"4481";"Ideal";"D"
"4482";"Very Good";"F"
"4483";"Ideal";"D"
"4484";"Premium";"E"
"4485";"Premium";"E"
"4486";"Ideal";"E"
"4487";"Good";"E"
"4488";"Very Good";"F"
"4489";"Good";"G"
"4490";"Good";"G"
"4491";"Good";"H"
"4492";"Premium";"E"
"4493";"Ideal";"I"
"4494";"Ideal";"I"
"4495";"Ideal";"I"
"4496";"Ideal";"D"
"4497";"Fair";"G"
"4498";"Ideal";"H"
"4499";"Premium";"H"
"4500";"Premium";"H"
"4501";"Premium";"H"
"4502";"Ideal";"H"
"4503";"Premium";"F"
"4504";"Very Good";"F"
"4505";"Ideal";"E"
"4506";"Fair";"G"
"4507";"Very Good";"E"
"4508";"Very Good";"D"
"4509";"Good";"E"
"4510";"Ideal";"E"
"4511";"Good";"F"
"4512";"Fair";"G"
"4513";"Fair";"F"
"4514";"Good";"F"
"4515";"Very Good";"D"
"4516";"Premium";"D"
"4517";"Fair";"D"
"4518";"Good";"D"
"4519";"Fair";"G"
"4520";"Premium";"G"
"4521";"Premium";"G"
"4522";"Premium";"J"
"4523";"Good";"D"
"4524";"Ideal";"F"
"4525";"Ideal";"H"
"4526";"Ideal";"H"
"4527";"Ideal";"G"
"4528";"Ideal";"G"
"4529";"Ideal";"J"
"4530";"Very Good";"E"
"4531";"Good";"J"
"4532";"Premium";"E"
"4533";"Premium";"E"
"4534";"Good";"I"
"4535";"Premium";"F"
"4536";"Very Good";"F"
"4537";"Very Good";"J"
"4538";"Fair";"H"
"4539";"Premium";"H"
"4540";"Good";"H"
"4541";"Premium";"H"
"4542";"Good";"I"
"4543";"Good";"H"
"4544";"Very Good";"I"
"4545";"Premium";"J"
"4546";"Premium";"G"
"4547";"Good";"H"
"4548";"Very Good";"E"
"4549";"Ideal";"F"
"4550";"Premium";"G"
"4551";"Ideal";"F"
"4552";"Very Good";"J"
"4553";"Very Good";"D"
"4554";"Very Good";"D"
"4555";"Very Good";"E"
"4556";"Very Good";"H"
"4557";"Premium";"D"
"4558";"Good";"I"
"4559";"Ideal";"H"
"4560";"Very Good";"I"
"4561";"Very Good";"G"
"4562";"Ideal";"F"
"4563";"Premium";"E"
"4564";"Premium";"F"
"4565";"Premium";"D"
"4566";"Good";"G"
"4567";"Good";"G"
"4568";"Premium";"H"
"4569";"Ideal";"F"
"4570";"Ideal";"E"
"4571";"Ideal";"H"
"4572";"Ideal";"F"
"4573";"Ideal";"G"
"4574";"Premium";"G"
"4575";"Ideal";"E"
"4576";"Good";"E"
"4577";"Very Good";"G"
"4578";"Very Good";"G"
"4579";"Ideal";"E"
"4580";"Premium";"G"
"4581";"Very Good";"J"
"4582";"Premium";"J"
"4583";"Good";"G"
"4584";"Ideal";"G"
"4585";"Premium";"H"
"4586";"Very Good";"F"
"4587";"Very Good";"F"
"4588";"Ideal";"F"
"4589";"Very Good";"G"
"4590";"Good";"J"
"4591";"Ideal";"F"
"4592";"Premium";"D"
"4593";"Very Good";"G"
"4594";"Premium";"G"
"4595";"Very Good";"I"
"4596";"Ideal";"H"
"4597";"Ideal";"H"
"4598";"Ideal";"J"
"4599";"Good";"H"
"4600";"Ideal";"I"
"4601";"Premium";"J"
"4602";"Fair";"H"
"4603";"Very Good";"F"
"4604";"Good";"F"
"4605";"Ideal";"E"
"4606";"Good";"E"
"4607";"Good";"D"
"4608";"Premium";"I"
"4609";"Premium";"E"
"4610";"Very Good";"E"
"4611";"Premium";"E"
"4612";"Premium";"E"
"4613";"Very Good";"E"
"4614";"Ideal";"E"
"4615";"Ideal";"F"
"4616";"Very Good";"H"
"4617";"Good";"F"
"4618";"Premium";"I"
"4619";"Very Good";"I"
"4620";"Very Good";"D"
"4621";"Ideal";"G"
"4622";"Premium";"I"
"4623";"Ideal";"E"
"4624";"Premium";"H"
"4625";"Ideal";"H"
"4626";"Very Good";"I"
"4627";"Premium";"E"
"4628";"Good";"J"
"4629";"Very Good";"J"
"4630";"Good";"I"
"4631";"Ideal";"G"
"4632";"Very Good";"D"
"4633";"Very Good";"D"
"4634";"Premium";"F"
"4635";"Ideal";"D"
"4636";"Very Good";"F"
"4637";"Very Good";"F"
"4638";"Premium";"J"
"4639";"Very Good";"D"
"4640";"Ideal";"G"
"4641";"Good";"G"
"4642";"Good";"G"
"4643";"Premium";"J"
"4644";"Premium";"H"
"4645";"Good";"G"
"4646";"Premium";"I"
"4647";"Very Good";"G"
"4648";"Good";"I"
"4649";"Good";"G"
"4650";"Good";"H"
"4651";"Good";"G"
"4652";"Very Good";"G"
"4653";"Premium";"G"
"4654";"Premium";"I"
"4655";"Fair";"F"
"4656";"Ideal";"H"
"4657";"Ideal";"I"
"4658";"Premium";"G"
"4659";"Fair";"I"
"4660";"Premium";"H"
"4661";"Ideal";"H"
"4662";"Premium";"H"
"4663";"Ideal";"I"
"4664";"Premium";"G"
"4665";"Very Good";"D"
"4666";"Ideal";"G"
"4667";"Ideal";"H"
"4668";"Premium";"H"
"4669";"Fair";"G"
"4670";"Good";"D"
"4671";"Ideal";"G"
"4672";"Ideal";"E"
"4673";"Very Good";"D"
"4674";"Premium";"G"
"4675";"Very Good";"D"
"4676";"Good";"F"
"4677";"Premium";"J"
"4678";"Premium";"F"
"4679";"Ideal";"G"
"4680";"Very Good";"G"
"4681";"Ideal";"D"
"4682";"Premium";"G"
"4683";"Ideal";"D"
"4684";"Ideal";"D"
"4685";"Fair";"E"
"4686";"Premium";"E"
"4687";"Ideal";"F"
"4688";"Premium";"E"
"4689";"Very Good";"E"
"4690";"Premium";"H"
"4691";"Premium";"D"
"4692";"Ideal";"H"
"4693";"Premium";"E"
"4694";"Good";"G"
"4695";"Premium";"H"
"4696";"Fair";"H"
"4697";"Premium";"H"
"4698";"Very Good";"I"
"4699";"Good";"I"
"4700";"Ideal";"J"
"4701";"Ideal";"I"
"4702";"Ideal";"H"
"4703";"Ideal";"F"
"4704";"Very Good";"F"
"4705";"Very Good";"F"
"4706";"Ideal";"D"
"4707";"Very Good";"E"
"4708";"Good";"J"
"4709";"Ideal";"F"
"4710";"Premium";"H"
"4711";"Very Good";"I"
"4712";"Premium";"D"
"4713";"Good";"D"
"4714";"Ideal";"D"
"4715";"Very Good";"E"
"4716";"Very Good";"E"
"4717";"Very Good";"F"
"4718";"Ideal";"J"
"4719";"Ideal";"F"
"4720";"Ideal";"F"
"4721";"Ideal";"F"
"4722";"Ideal";"H"
"4723";"Premium";"I"
"4724";"Ideal";"I"
"4725";"Ideal";"I"
"4726";"Premium";"I"
"4727";"Premium";"I"
"4728";"Very Good";"I"
"4729";"Good";"I"
"4730";"Very Good";"G"
"4731";"Ideal";"G"
"4732";"Ideal";"F"
"4733";"Ideal";"F"
"4734";"Ideal";"F"
"4735";"Ideal";"F"
"4736";"Ideal";"F"
"4737";"Ideal";"F"
"4738";"Ideal";"F"
"4739";"Ideal";"F"
"4740";"Ideal";"F"
"4741";"Premium";"E"
"4742";"Ideal";"F"
"4743";"Very Good";"G"
"4744";"Very Good";"G"
"4745";"Premium";"F"
"4746";"Ideal";"D"
"4747";"Ideal";"F"
"4748";"Premium";"F"
"4749";"Very Good";"I"
"4750";"Ideal";"D"
"4751";"Premium";"J"
"4752";"Premium";"J"
"4753";"Premium";"F"
"4754";"Ideal";"I"
"4755";"Very Good";"F"
"4756";"Ideal";"I"
"4757";"Fair";"F"
"4758";"Premium";"D"
"4759";"Very Good";"E"
"4760";"Very Good";"F"
"4761";"Good";"D"
"4762";"Fair";"D"
"4763";"Fair";"D"
"4764";"Good";"D"
"4765";"Good";"D"
"4766";"Premium";"F"
"4767";"Premium";"G"
"4768";"Good";"D"
"4769";"Ideal";"E"
"4770";"Good";"J"
"4771";"Premium";"H"
"4772";"Ideal";"F"
"4773";"Very Good";"D"
"4774";"Very Good";"F"
"4775";"Very Good";"F"
"4776";"Ideal";"G"
"4777";"Premium";"I"
"4778";"Very Good";"F"
"4779";"Ideal";"H"
"4780";"Fair";"E"
"4781";"Ideal";"H"
"4782";"Ideal";"F"
"4783";"Premium";"J"
"4784";"Ideal";"F"
"4785";"Good";"H"
"4786";"Good";"E"
"4787";"Very Good";"H"
"4788";"Good";"F"
